bankrupt,interest_coverage_ratio_interest_expense_to_ebit,debt_ratio_,total_expenseassets,operating_gross_margin,research_and_development_expense_rate,retained_earnings_to_total_assets,current_ratio,working_capital_to_total_assets,net_income_to_stockholders_equity,net_value_per_share_b,equity_to_liability,operating_expense_rate,interest_expense_ratio,persistent_eps_in_the_last_four_seasons,current_liability_to_current_assets,roac_before_interest_and_depreciation_before_interest,borrowing_dependency
0,0.565433398847167,0.0360975904707198,0.021203558945478,0.609737816918664,1440000000.0,0.943096297038018,0.0218807429618004,0.839002274859763,0.841854181631694,0.182630314778138,0.10484236501329,0.0001157521304,0.630964986781003,0.228420156944313,0.0133933066151283,0.547408960171598,0.369875392264971
0,0.56620058032495,0.0895788614445083,0.0209511938674771,0.602026549820551,577000000.0,0.93768584755713,0.0155999513262049,0.819444466447688,0.8411159928915,0.177952888626691,0.0426818998997697,0.0001259281418637,0.631503678031808,0.2205729412877,0.018802183379403,0.500853117535222,0.371971199978527
1,0.562976864746142,0.219608791607461,0.0530895531056673,0.599115005981637,50900000.0,0.908947697741883,0.0042920302900771,0.703730256210006,0.831976032408709,0.156209177868611,0.0153485951260125,8480000000.0,0.62927528390022,0.177838706627588,0.0658158530780964,0.41612635889436,0.392590413860514
1,0.576472530618164,0.228890165371708,0.0224017065989479,0.599987027774975,0.0,0.868460717296699,0.0021235503165356,0.673325140693406,0.838258501827446,0.14550587838692,0.0145615712801164,0.0001624692739381,0.648523650360954,0.202514890800794,0.124882710179452,0.462194705796324,0.396528161437585
0,0.570161348590322,0.208241376182846,0.0553442033972537,0.618868821977832,1120000000.0,0.908330178891868,0.0033584918611798,0.697045111263781,0.840052354819015,0.158695377354515,0.0164039309117358,0.0003602076785175,0.635145408967,0.211023919826038,0.0826660718934626,0.476088334227076,0.38402489023291
0,0.566350913061826,0.116848565468452,0.0261244867493224,0.601168941610574,67900000.0,0.937473539811651,0.0087007528837663,0.785427201109879,0.841431597677494,0.177025831191269,0.032085740779711,9040000000.0,0.63154956781414,0.225394724402004,0.0334418320781055,0.505874323599668,0.375580149547176
0,0.566000432230916,0.0623393899083955,0.0297976827489511,0.603475114948327,0.0,0.937101764402904,0.0113859239128739,0.79989075144347,0.840451101401298,0.185875015802115,0.0618866031430268,0.0001837463888168,0.631230736565253,0.218209322114021,0.0256903594101168,0.486374494223176,0.370535225002964
0,0.567456110265631,0.124104362547994,0.0407011091686816,0.599107799189957,0.0,0.934730336547086,0.0108211830852322,0.826180808370658,0.840608631798272,0.174033964013316,0.030023557479194,6190000000.0,0.632494760345749,0.218682045948757,0.0270097755019044,0.494369424267538,0.375313979730833
0,0.566339247732498,0.122622970644254,0.0302372731356502,0.614278095677366,1380000000.0,0.93823378870164,0.0066221322242364,0.753131106606647,0.841252149001051,0.180186254266571,0.0304312341396866,0.0003272512777543,0.631589635758414,0.213576628533611,0.0435699727474226,0.475162092331692,0.376271296381209
0,0.562016229466371,0.139281071439369,0.0444451323185891,0.622702835151847,1090000000.0,0.927407108748788,0.0060998249615445,0.752031073932679,0.839028885008747,0.166111836837891,0.0263873568742709,0.0004354870360504,0.628333173518171,0.209794837855725,0.047146167625873,0.462925949397943,0.377688259227034
0,0.568218589402543,0.147201983251202,0.0268856659256116,0.607042476830165,0.0,0.930539498151253,0.0094932621115066,0.784658593786482,0.840205745904451,0.167502422991024,0.0247808782299554,0.0001665165512248,0.63401289023438,0.214994800037818,0.0307111162442824,0.478915809486667,0.37700829599873
0,0.568609255748077,0.0953834991081416,0.0227111969609883,0.600880669943355,849000000.0,0.932102119442917,0.0191656188280224,0.821157203852451,0.840192796047555,0.172179849142472,0.0399351699683356,0.0001102015786925,0.633241325461295,0.215372979105606,0.0153036136264216,0.481060790718081,0.37206178718493
0,0.568500549655657,0.0800858602654412,0.0141524170936235,0.598444774355353,0.0,0.934363318155994,0.0168698381596313,0.800966550282255,0.840385757478808,0.177110109139944,0.0479599415621359,9340000000.0,0.632810166984014,0.212253001796351,0.0173900130803097,0.486228245502852,0.373058246455356
0,0.565658865268012,0.118874142153158,0.0533865438419626,0.625326107323542,1040000000.0,0.932853037736966,0.0084817208058633,0.773200225769305,0.841573616502083,0.174876743500063,0.0314853592017782,0.0003420527489743,0.631229024259942,0.221612933724118,0.0342822550940703,0.507824306537318,0.374405870945663
0,0.5660450790583,0.0690207697191402,0.0093119115378836,0.60441199786679,968000000.0,0.942100288262037,0.0053977990708297,0.746585921782487,0.840978536246519,0.185074375289705,0.0558577815894778,0.0001714889204627,0.631236900864372,0.220667486054647,0.0529894926808951,0.489153219909326,0.37273615861037
0,0.565941458314401,0.0866463101248602,0.042633751869283,0.618176969976506,0.0,0.945429865976427,0.0116854549595789,0.801107924987208,0.841197466664069,0.186970629134887,0.044195080866648,0.0002856221399481,0.631308475226367,0.225489269168951,0.0250410417826297,0.511188027104763,0.373331126435136
0,0.566383205447437,0.137981074462618,0.0182407389014661,0.600347367358999,119000000.0,0.93849638089017,0.006009965647533,0.751569314685571,0.84180224093936,0.178964224010788,0.0266739564583317,4980000000.0,0.631594087752222,0.228325612177366,0.0478205708628628,0.523034173450982,0.377794503481456
0,0.565538443845805,0.0911509508117423,0.0848793239216107,0.635718300926793,0.0,0.935180058419969,0.0104361608856135,0.795926540409327,0.840820359712895,0.174413214782352,0.0419058133611854,0.0005824610198051,0.631025602389008,0.222842015694431,0.0279892214352708,0.508848047579584,0.371372877072043
0,0.565163703379656,0.0942346645705475,0.0234604461974946,0.624317156488275,1100000000.0,0.940555139941672,0.0212592160398876,0.775479414244298,0.840770515293026,0.187097046057899,0.0404498967794885,0.0003628673178774,0.630616703880769,0.2205729412877,0.0137880446389998,0.488958221615561,0.36963718146295
0,0.565476168190819,0.0996765123802038,0.0437922609862891,0.608865795125326,107000000.0,0.937669899147271,0.0166988558538039,0.855304512611801,0.841274521947495,0.185200792212718,0.0381052124741259,0.0001653601862857,0.630916357310174,0.222842015694431,0.0175679084788069,0.502120606444694,0.370670546632281
0,0.566486947320132,0.141941530368534,0.058327856731166,0.62094437798181,0.0,0.937543556605271,0.007109494198146,0.764547579743336,0.841281669746899,0.178753529139101,0.0258293052472918,0.0003056272533939,0.631849563704607,0.225772903469793,0.0406862953931031,0.523082923024424,0.375735601666805
0,0.568436517701161,0.20110650905463,0.0225617309021248,0.610206258377895,0.0,0.939119704270878,0.0053129319409299,0.736628546483472,0.840598890749099,0.185411487084404,0.0171251373185928,0.0002124242393055,0.633996109642334,0.219532948851281,0.0537930903249886,0.493345683225272,0.388924427902649
0,0.568285889415869,0.184660035674336,0.0300030875201421,0.60456334049208,815000000.0,0.93296618823123,0.0055300919497911,0.741778104049764,0.840860318613959,0.172516960937171,0.0189981101778913,0.0001140175829914,0.633433788578239,0.218492956414862,0.0517833863733011,0.505630575732462,0.385539150448574
0,0.198631789774405,0.154215920428092,0.028967960582601,0.619402124562187,165000000.0,0.921157400283521,0.0039475695863663,0.732740420864456,0.839285131784148,0.159538156841262,0.0234913559928311,0.0003396243826023,0.617627840714511,0.212442091330245,0.0711731712247925,0.46955589138595,0.37809981591785
0,0.565830776536198,0.0916044381292137,0.0492990795614105,0.626414332867294,866000000.0,0.941752414261214,0.004952246638856,0.739914837150199,0.841074766121287,0.179427752728499,0.0416802088287315,0.000362173498914,0.631300941082999,0.22388200813085,0.0575078520985313,0.52371666747916,0.372056195382066
0,0.565674688944503,0.0518487166308915,0.0249837990341245,0.609290995834474,1770000000.0,0.937410454269399,0.014818674512716,0.820765492112848,0.840991944445713,0.178669251190426,0.0742659977019555,0.0001217652280831,0.631138614539527,0.221612933724118,0.019789517257016,0.521912933261834,0.371134666270021
0,0.565961020304973,0.0939021072044018,0.0157044320013342,0.603590423615215,475000000.0,0.936300904686825,0.0108180629701623,0.797277117284822,0.840973026009749,0.179385613754161,0.040601053664945,0.0001193368617111,0.631356077314009,0.22189656802496,0.0270168068643629,0.503193097060401,0.371953306209362
1,0.553328485915044,0.210357650331046,0.0159791601066171,0.596945761685813,0.0,0.920882488497633,0.0031981179465898,0.715123509277525,0.837052996383121,0.156799123509334,0.016198908768845,8270000000.0,0.625067807290311,0.200151271627115,0.0864583230327093,0.453029785989373,0.392383517154533
1,0.571988549713058,0.23529945279197,0.0201951921597034,0.597392582770003,136000000.0,0.912825940285011,0.0028910986237172,0.662359962531727,0.839162225658445,0.148202772744511,0.0140542158838411,693000000.0,0.638738852892426,0.206013047177839,0.094806220340148,0.472090869204894,0.40512499916123
1,0.565021155623063,0.321371345648033,0.203706253423267,0.6018607936119,115000000.0,0.841966378156722,0.0043288476479012,0.692375034126226,1.0,0.120011798912814,0.0091781695678396,0.0002766024934234,0.63052252708867,0.0842393873499102,0.06528574912897,0.066933164334812,0.26203523730493
1,0.56397612729787,0.221452973365178,0.0688995098464597,0.595994465183989,0.0,0.915031112372524,0.0033279147334953,0.676279736223666,0.831081516146261,0.151531751717163,0.0151855464385118,0.0001765769261946,0.629853358173176,0.175002363619174,0.0833577878116932,0.406668941646761,0.391787430969194
0,0.569392706270746,0.202859993348853,0.0569160807107071,0.61808328168466,1240000000.0,0.903544493904117,0.0042945263821329,0.723855040367946,0.840279753168226,0.156082760945599,0.016943025449825,0.0003580105851333,0.634265626498267,0.215656613406448,0.0657727093260039,0.482230780480671,0.382244460200902
0,0.566454958111748,0.141548508026726,0.0283363488858249,0.600736534109745,67900000.0,0.936347816602325,0.0069528644216398,0.76716290958081,0.840817533006551,0.183388816316211,0.0259125471297279,8720000000.0,0.63173997616471,0.220951120355488,0.0415688514618489,0.48851947545459,0.377871670360984
0,0.565556569130653,0.0416301357438704,0.031677940455667,0.604635408408885,0.0,0.942043663814981,0.0185721729417381,0.820679031802545,0.840118267328821,0.181281867599343,0.091710054312366,0.000185943482201,0.631123203791729,0.215089344804765,0.0157941813421729,0.476478330814605,0.36963718146295
0,0.563125994645206,0.122411343229434,0.0449725468086244,0.597947505729399,0.0,0.928823726296912,0.0147525280732353,0.846880272344458,0.839257202585878,0.168176646580422,0.0304857440751791,6450000000.0,0.628856111560116,0.218871135482651,0.0198779136148233,0.48812947886706,0.374532245690398
0,0.566942039965212,0.116213683223992,0.0312041745210469,0.610472909670073,1430000000.0,0.934188185936739,0.0072074658113391,0.75550398333673,0.840577257454248,0.176098773755847,0.0322762954675556,0.0002583319273862,0.63225743482966,0.210551195991302,0.0401504210696358,0.469165894798421,0.375580149547176
0,0.568291502966358,0.152099646279892,0.0405464091563107,0.619048991769844,679000000.0,0.931638647675746,0.0064655024477302,0.756146613336829,0.840696027385088,0.16564830812018,0.023865990703559,0.0003272512777543,0.632716332652977,0.216980240143708,0.0445826325410089,0.482279530054112,0.379104103712286
0,0.506546640987286,0.158388003748828,0.026621943688858,0.605932630911371,0.0,0.929574205926984,0.0063874995709841,0.756244703405328,0.839500563793149,0.171042096835363,0.0227743487246031,0.0001839776618046,0.624429802331475,0.210645740758249,0.0451088074428213,0.464193438307415,0.378454336219449
0,0.566817100513007,0.100553254527315,0.0198792437447435,0.600736534109745,764000000.0,0.933718216492532,0.0189210018065466,0.834827305043708,0.840327583466471,0.174160380936328,0.0377477615082506,0.0001090452137534,0.631935178970151,0.215751158173395,0.0155019669696945,0.475893335933311,0.372762999264119
0,0.563684230714475,0.0857998004655803,0.0118451280125718,0.595122443390651,0.0,0.927521695477904,0.01022648915292,0.790630965227667,0.839279504495661,0.172769794783195,0.0446402136985075,7860000000.0,0.629610553280092,0.208849390186253,0.0285515612678888,0.47350460683469,0.373364677252322
0,0.565683494724244,0.113311364392176,0.0500706738351159,0.620396661814094,1170000000.0,0.932855984006555,0.0135437954951779,0.80059952533125,0.840949757724991,0.176225190678859,0.033184260246782,0.0003188098136992,0.631116012109423,0.22255838139359,0.0216391935093095,0.503534344074489,0.374562441425865
0,0.566246742529546,0.0654231036672008,0.0063725285097658,0.604102105824529,1170000000.0,0.941790764965795,0.0075899919189019,0.758027887755199,0.840487618067464,0.186085710673802,0.0589711621947617,0.0001404983400959,0.631384844043232,0.218114777347074,0.0381892665239228,0.478330814605372,0.372542682231264
0,0.566538812418977,0.140006651147323,0.0447355533860735,0.612425950215483,79800000.0,0.940692863465237,0.0123138461346454,0.80340818655426,0.840659114768923,0.186844212211875,0.0262335882251759,0.000236476630038,0.631979356447172,0.220100217452964,0.023778580418216,0.496368156778628,0.377393012035797
0,0.565511873396239,0.10279045862684,0.0169224623719309,0.600635639026218,84900000.0,0.942619685285963,0.0087444344947441,0.78143270481605,0.842318562340046,0.183515233239223,0.0368709257372074,4300000000.0,0.630925946219915,0.234943745863666,0.0332785075297575,0.544825232779213,0.374286206364366
0,0.565215832977554,0.0820812044623152,0.0990985334928409,0.636784906095504,0.0,0.939887837342659,0.0115069843775838,0.799205295829133,0.841489101472458,0.176140912730184,0.046764118435043,0.000577719923555,0.630666703195847,0.225772903469793,0.0254236518530115,0.520060449471067,0.370275765350058
0,0.565183368152589,0.0984974453547782,0.0246257393167738,0.623985644070973,1580000000.0,0.940056132787126,0.0167481536719074,0.775306441211299,0.840673489284288,0.187054907083562,0.0385935938605969,0.0004120128277875,0.630635881700251,0.219816583152123,0.0175161923351022,0.488811972895237,0.36963718146295
0,0.565229617186563,0.0941741995948846,0.0353978408386665,0.608865795125326,985000000.0,0.942446954107828,0.0211169387927027,0.889190131260567,0.841955021597594,0.191268804517298,0.0404795124782756,0.0001414234320471,0.630678004410898,0.236078283067032,0.0138816323956799,0.532394091551699,0.370900928910292
0,0.565797913788603,0.129032258064516,0.0503303622309968,0.619330056645383,0.0,0.93841602617458,0.0063569224432997,0.756482570152518,0.841555086841885,0.179807003497535,0.0287535593718808,0.0003160345378454,0.631151285598827,0.227569254041789,0.0453152995547844,0.525032905962073,0.374071481134375
0,0.568501828086221,0.196662333343411,0.0226704364623579,0.607539745456118,0.0,0.939490544456931,0.0075612868602594,0.776495597296821,0.840439916449661,0.188951160928743,0.0176010295039869,0.0001833994793351,0.634200558896453,0.21858750118181,0.0383314202913406,0.489543216496856,0.388757792177291
0,0.566853876573771,0.182060041720833,0.0237707933130585,0.603900315657476,0.0,0.935860146955274,0.005111996530432,0.731955277431211,0.841654699058471,0.175677384012473,0.0193268404237619,9960000000.0,0.632020109313571,0.226907440673159,0.0558031560267815,0.512553015161117,0.384182579073684
0,0.568580178054889,0.156664751942437,0.0267637132807002,0.618811167644388,2950000000.0,0.932608836458834,0.003534466351119,0.727951678484072,0.840407766068337,0.166828199401627,0.0230653586074243,0.0004344463076053,0.633413240914508,0.216885695376761,0.0788610804696488,0.481938283040023,0.37816244410993
0,0.565295877252821,0.0893370015418569,0.044004248773772,0.6255999654074,713000000.0,0.947071789168927,0.0073990408766275,0.767330451310668,0.842005284239925,0.186338544519826,0.0427964355497429,0.0003389305636388,0.630738620018904,0.232485581923041,0.0391452573771008,0.540145273728855,0.371386297398917
0,0.565516625515861,0.0400580463766363,0.0217959890152107,0.607164992288733,1410000000.0,0.937759734815463,0.0298963185762291,0.854961430469273,0.840999192346241,0.178247861447052,0.0950872392341835,0.0001113579436316,0.630946493883645,0.223598373830008,0.0097579497444604,0.523034173450982,0.370811460064462
0,0.565400271635791,0.071862623575294,0.0161022064711992,0.602869744447167,560000000.0,0.937901496019864,0.0172723330036412,0.809688727415736,0.84112422563183,0.182166786060427,0.0536103233801876,0.0001433892524436,0.63083245434994,0.223692918596956,0.0169844288348465,0.50592307317311,0.37083382727592
1,0.563517404517673,0.185083290503976,0.0585402234710428,0.604015624324363,0.0,0.920323043583815,0.0065628500379094,0.765877741164371,0.836765895748373,0.15861109940584,0.0189477086579934,0.0002405239073247,0.629581444089807,0.19835492105512,0.0439461340828879,0.43274996343782,0.381058997993661
0,0.564474539427702,0.199232094809082,0.0832843024630771,0.617867077934245,1290000000.0,0.890634802518244,0.0060555193275528,0.751703078835272,0.835834417723329,0.153385866588007,0.0173238357527425,0.000336270924279,0.63016225805126,0.216507516308972,0.0474793825673258,0.48062204455711,0.380509882952382
0,0.567352425069865,0.138918281585392,0.0243620354569868,0.597904264979317,102000000.0,0.935490858051309,0.0072854686880852,0.771370283772337,0.840416733888158,0.180860477855969,0.0264709376873075,6490000000.0,0.632209490280955,0.218965680249598,0.0397357450102461,0.480085799249257,0.377735230371094
0,0.565323749528309,0.0487045378964235,0.031824875522636,0.605291226451808,0.0,0.942644714899042,0.0202595311715096,0.836160279355095,0.840167745039569,0.18195609118874,0.0789003217143488,0.0001886031215608,0.630735880330407,0.215467523872554,0.0144732916141709,0.47467459659728,0.36963718146295
0,0.56158541530685,0.147020588324213,0.0308667494289165,0.596261116476167,0.0,0.929281716407891,0.0092405327908493,0.814059607858749,0.839459977146756,0.165859002991867,0.0248163503216402,5610000000.0,0.627381816687443,0.211118464592985,0.0315324524501417,0.464485935748062,0.377844829707236
0,0.565773133121671,0.130211325089942,0.0234880752896151,0.60621369578691,1410000000.0,0.935256305684141,0.006749432919086,0.753952969610398,0.840969421384339,0.176899414268257,0.0284636168679549,0.0002139275137263,0.631146491143957,0.220856575588541,0.0427756461123543,0.489348218203091,0.376993757311282
0,0.569030431902136,0.15968800072558,0.0395481816200127,0.619863359229738,900000000.0,0.932474783525291,0.004332591785985,0.724331437292873,0.840254094305762,0.167586700939699,0.0225628229784743,0.0003802127919633,0.633714949110286,0.215845702940342,0.0652339951497784,0.477697070150636,0.38057139278389
0,0.568458222027237,0.161108927653657,0.0224213823333991,0.601550901569639,0.0,0.929809935805265,0.0085241543708132,0.773373941127295,0.840184675551618,0.172601238885846,0.022328747069241,0.0001528714449439,0.633548513034068,0.211402098893826,0.0341153332528122,0.463169697265149,0.379165613543794
0,0.55802690254412,0.112706714635547,0.0213725428903225,0.598898802231223,52600000.0,0.931455732643507,0.0174720203681112,0.841506676351112,0.839894354906759,0.177615776831992,0.0333762738072745,9400000000.0,0.625134929658498,0.214427531436135,0.0167901186783744,0.468580899917126,0.373423950362684
0,0.564270861033187,0.0919369954953593,0.0137134050977655,0.592499171218957,0.0,0.926685637033411,0.0093185356675954,0.792269444754675,0.839197149762643,0.165564030171506,0.0415269732909041,7090000000.0,0.629999246585663,0.209983927389619,0.0312741262568302,0.47667332910837,0.373503353963358
0,0.565279007245045,0.104181153067086,0.0511538973563232,0.620454316147538,985000000.0,0.937256539199281,0.0127887276482757,0.802903455489925,0.841884719075054,0.179048501959462,0.0363464828667148,0.0002840032290334,0.63071909973836,0.228892880779049,0.0229053215560397,0.521620435821187,0.373316587747689
0,0.56558287781222,0.0592556761495903,0.0135961352908076,0.602783262947001,1850000000.0,0.948081249352588,0.0083026262008542,0.761156601391308,0.841081810791101,0.189498967595129,0.0651108788547564,0.0001344852424128,0.630908138244682,0.22917651507989,0.0350027603118034,0.50514307999805,0.372025999646598
0,0.566594118378805,0.12528342957342,0.0454526891637444,0.60967295579354,1410000000.0,0.941712687337207,0.0112068293078649,0.799490481863584,0.84048915138321,0.185706459904766,0.0297153757225077,0.0002228315237571,0.631772852426679,0.218871135482651,0.0260947413441181,0.488616974601472,0.375376607922914
0,0.565632566215678,0.110681137950842,0.0147219506237197,0.596780005477162,50900000.0,0.939097145469501,0.0104561296220605,0.79080039518293,0.841562417348994,0.182335341957777,0.0340464428279318,2790000000.0,0.631000260270407,0.227096530207053,0.0279363844943964,0.512991761322088,0.374602702406488
0,0.565209689249871,0.0930253650572905,0.0941186978392043,0.637606480347079,866000000.0,0.942956669880323,0.0090976315206504,0.782042959681276,0.84220269125481,0.180607644009945,0.0410111036300645,0.0005763322856281,0.63065300475336,0.232485581923041,0.0320170745406936,0.529859113732755,0.370924414482322
0,0.565198780684521,0.0478277957493122,0.0279158701574257,0.620526384064342,1820000000.0,0.939296757089754,0.0189378504279238,0.773878309166849,0.840112869630469,0.193586448105853,0.0802888033727419,0.0003729276928472,0.630686908398515,0.214994800037818,0.0154883171726132,0.474187100862867,0.36963718146295
